who_are_you,looking_for,relationship_type,self_description,preference,music_preference,relationship_values,deal_breakers
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Emotional support, Mutual respect",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Independence, Communication, Emotional support, Shared interests, Mutual respect, Trust and honesty",Religious views
transgender,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Trust and honesty, Mutual respect, Communication, Shared interests",Drinking
transgender,straight_male,Something Casual,Somewhere in Between,Morning Person,Country,"Trust and honesty, Emotional support",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Mutual respect, Independence, Emotional support, Shared interests, Trust and honesty",Smoking
gay,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Independence, Communication, Trust and honesty, Mutual respect, Emotional support, Shared interests",Smoking
straight_male,straight_female,Something Serious,Extrovert,Morning Person,Pop,Mutual respect,Religious views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Communication, Independence, Trust and honesty, Mutual respect, Emotional support, Shared interests",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Mutual respect, Trust and honesty, Communication, Emotional support, Independence, Shared interests",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Communication",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Emotional support, Independence, Communication, Trust and honesty, Mutual respect, Shared interests",Political views
straight_female,straight_female,Something Casual,Introvert,Morning Person,Hollywood Rizz Songs,"Communication, Emotional support, Mutual respect, Independence, Trust and honesty",Political views
straight_female,straight_male,Something Casual,Extrovert,Night Owl,Romantic Bollywood,"Emotional support, Communication, Trust and honesty",Religious views
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Romantic Bollywood,Trust and honesty,Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Trust and honesty, Communication, Shared interests, Emotional support, Independence",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Shared interests, Trust and honesty, Mutual respect, Emotional support, Independence",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Mutual respect, Independence, Shared interests, Communication",Drinking
straight_female,straight_female,Something Serious,Extrovert,Morning Person,Classical,Independence,Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Independence, Emotional support, Communication, Trust and honesty",Religious views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Trust and honesty",Smoking
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Rock,"Mutual respect, Emotional support, Trust and honesty",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Independence, Shared interests, Communication, Emotional support",Religious views
straight_male,transgender,Something Serious,Somewhere in Between,Night Owl,Pop,"Trust and honesty, Mutual respect, Communication, Shared interests, Independence, Emotional support",Drinking
bisexual,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Emotional support, Trust and honesty",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Independence, Trust and honesty",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Independence, Shared interests, Communication",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Mutual respect, Trust and honesty, Emotional support",Smoking
straight_female,straight_female,Something Casual,Introvert,Morning Person,Classical,"Communication, Trust and honesty, Emotional support, Mutual respect",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Emotional support, Shared interests, Independence, Communication, Trust and honesty, Mutual respect",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Mutual respect, Communication, Independence, Emotional support, Shared interests",Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Independence, Emotional support, Communication, Trust and honesty, Shared interests",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Emotional support, Trust and honesty, Independence, Mutual respect, Shared interests",Smoking
straight_female,straight_male,Something Casual,Introvert,Night Owl,Pop,"Communication, Trust and honesty, Independence, Emotional support, Shared interests",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Mutual respect, Trust and honesty, Shared interests, Communication",Smoking
straight_female,straight_female,Something Serious,Introvert,Night Owl,Rock,"Mutual respect, Independence, Communication, Trust and honesty",Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Country,"Trust and honesty, Emotional support, Mutual respect",Religious views
straight_female,straight_female,Something Casual,Somewhere in Between,Morning Person,Rock,"Independence, Emotional support",Drinking
straight_female,straight_female,Something Serious,Introvert,Night Owl,Pop,"Trust and honesty, Independence, Mutual respect, Emotional support, Shared interests",Drinking
straight_female,straight_male,Something Casual,Extrovert,Night Owl,Pop,"Mutual respect, Independence, Communication",Drinking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Country,"Emotional support, Mutual respect, Trust and honesty, Communication",Political views
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Rock,"Mutual respect, Communication",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,Shared interests,Political views
straight_male,straight_male,Something Serious,Introvert,Night Owl,Pop,"Mutual respect, Trust and honesty",Religious views
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Hollywood Rizz Songs,"Communication, Mutual respect, Emotional support, Independence, Shared interests",Drinking
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Classical,"Mutual respect, Emotional support, Shared interests, Independence, Trust and honesty",Political views
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Rock,"Independence, Communication",Political views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Mutual respect, Independence, Emotional support, Shared interests, Trust and honesty",Religious views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Shared interests, Communication",Religious views
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Rock,"Independence, Trust and honesty",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Pop,"Mutual respect, Independence, Shared interests, Trust and honesty, Emotional support",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Independence, Shared interests, Mutual respect, Communication",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,Independence,Religious views
straight_male,straight_male,Something Serious,Introvert,Night Owl,Pop,"Emotional support, Mutual respect, Shared interests, Trust and honesty",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,Mutual respect,Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,Emotional support,Drinking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Country,Communication,Political views
straight_female,straight_male,Something Casual,Somewhere in Between,Morning Person,Rock,"Communication, Emotional support, Shared interests, Independence",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Pop,"Independence, Mutual respect, Communication, Shared interests, Trust and honesty, Emotional support",Smoking
straight_male,straight_female,Something Serious,Introvert,Night Owl,Pop,"Communication, Independence, Mutual respect, Emotional support",Drinking
straight_male,straight_male,Something Serious,Introvert,Night Owl,Country,"Trust and honesty, Mutual respect",Religious views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Rock,"Independence, Mutual respect, Shared interests, Communication, Emotional support, Trust and honesty",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,Shared interests,Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Shared interests",Religious views
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Country,"Emotional support, Shared interests, Trust and honesty, Independence, Mutual respect, Communication",Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Classical,"Independence, Shared interests, Communication",Religious views
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Romantic Bollywood,"Communication, Emotional support, Shared interests, Independence, Trust and honesty",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Mutual respect, Independence, Communication",Political views
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Rock,"Trust and honesty, Independence, Emotional support, Mutual respect, Communication",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Trust and honesty, Shared interests",Smoking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Pop,"Trust and honesty, Mutual respect, Shared interests, Independence, Emotional support",Drinking
straight_male,gay,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Emotional support, Shared interests, Mutual respect, Trust and honesty, Independence, Communication",Smoking
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Mutual respect, Emotional support, Trust and honesty",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Shared interests, Trust and honesty, Mutual respect, Communication, Independence",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Shared interests, Mutual respect, Emotional support",Drinking
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Trust and honesty, Emotional support, Mutual respect, Shared interests",Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Trust and honesty, Shared interests, Independence, Communication, Emotional support, Mutual respect",Smoking
straight_male,straight_male,Something Serious,Introvert,Night Owl,Pop,"Emotional support, Shared interests, Independence, Mutual respect, Communication",Drinking
straight_female,straight_male,Something Casual,Extrovert,Night Owl,Rock,"Independence, Mutual respect, Shared interests",Political views
bisexual,straight_female,Something Serious,Introvert,Morning Person,Romantic Bollywood,"Emotional support, Independence, Shared interests",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,Independence,Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Independence, Shared interests",Religious views
straight_male,straight_female,Something Serious,Extrovert,Morning Person,Pop,"Emotional support, Shared interests, Trust and honesty, Independence, Mutual respect",Drinking
straight_male,straight_male,Something Serious,Extrovert,Morning Person,Classical,"Communication, Trust and honesty, Emotional support, Shared interests",Drinking
straight_male,straight_female,Something Serious,Introvert,Night Owl,Hollywood Rizz Songs,"Trust and honesty, Communication, Mutual respect, Emotional support, Shared interests",Religious views
straight_female,bisexual,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Mutual respect, Independence",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Shared interests, Communication, Independence, Trust and honesty",Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Shared interests, Trust and honesty, Communication",Drinking
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Rock,"Independence, Emotional support, Communication, Shared interests",Smoking
straight_male,straight_male,Something Serious,Introvert,Night Owl,Pop,"Shared interests, Mutual respect",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Shared interests, Communication, Trust and honesty",Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Independence, Shared interests",Drinking
straight_male,straight_female,Something Casual,Introvert,Night Owl,Pop,Emotional support,Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,Communication,Drinking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Rock,Trust and honesty,Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Classical,Independence,Drinking
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Country,Communication,Religious views
straight_male,straight_male,Something Serious,Introvert,Night Owl,Classical,"Communication, Independence, Emotional support, Shared interests, Mutual respect, Trust and honesty",Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Independence, Communication",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Mutual respect, Independence, Emotional support",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Trust and honesty, Communication, Shared interests, Independence",Religious views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Pop,Communication,Smoking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Rock,"Independence, Emotional support, Communication",Smoking
straight_male,straight_female,Something Serious,Extrovert,Morning Person,Romantic Bollywood,"Mutual respect, Independence, Shared interests, Trust and honesty, Communication, Emotional support",Religious views
straight_male,straight_male,Something Serious,Extrovert,Morning Person,Rock,Independence,Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Trust and honesty",Drinking
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Rock,"Emotional support, Trust and honesty, Shared interests",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Independence, Communication, Emotional support, Mutual respect, Shared interests, Trust and honesty",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Trust and honesty, Shared interests, Communication",Smoking
straight_male,straight_female,Something Casual,Introvert,Night Owl,Rock,"Trust and honesty, Independence, Shared interests, Emotional support, Communication, Mutual respect",Drinking
straight_female,lesbian,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,Mutual respect,Drinking
straight_male,straight_female,Something Casual,Somewhere in Between,Morning Person,Romantic Bollywood,"Mutual respect, Communication, Shared interests, Emotional support, Trust and honesty, Independence",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Shared interests, Communication, Independence, Mutual respect, Emotional support, Trust and honesty",Political views
straight_female,straight_female,Something Casual,Somewhere in Between,Morning Person,Rock,Trust and honesty,Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Morning Person,Pop,"Emotional support, Independence, Shared interests",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Communication, Shared interests, Trust and honesty, Mutual respect",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Mutual respect, Trust and honesty",Drinking
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,Shared interests,Smoking
straight_male,straight_female,Something Casual,Extrovert,Morning Person,Classical,"Emotional support, Communication, Mutual respect, Trust and honesty, Independence, Shared interests",Political views
straight_male,straight_male,Something Casual,Introvert,Night Owl,Pop,"Shared interests, Communication, Independence, Emotional support, Mutual respect, Trust and honesty",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Communication, Shared interests, Mutual respect, Independence, Trust and honesty, Emotional support",Political views
straight_female,lesbian,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Communication, Independence, Mutual respect, Emotional support",Smoking
straight_male,straight_male,Something Casual,Introvert,Night Owl,Rock,"Emotional support, Trust and honesty, Shared interests, Independence",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Shared interests, Emotional support, Trust and honesty, Mutual respect",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,Trust and honesty,Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Trust and honesty, Shared interests",Drinking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,Trust and honesty,Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Emotional support, Shared interests, Trust and honesty, Communication, Independence, Mutual respect",Drinking
straight_female,straight_male,Something Casual,Introvert,Night Owl,Rock,"Independence, Shared interests, Emotional support, Mutual respect, Trust and honesty, Communication",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Emotional support, Shared interests, Independence, Trust and honesty",Smoking
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Pop,"Independence, Trust and honesty, Communication, Emotional support",Political views
straight_male,straight_female,Something Casual,Introvert,Night Owl,Rock,"Communication, Mutual respect, Emotional support, Independence",Political views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Mutual respect",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Communication, Emotional support",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Rock,Mutual respect,Religious views
straight_male,straight_female,Something Casual,Extrovert,Night Owl,Classical,"Independence, Mutual respect, Emotional support, Trust and honesty, Shared interests, Communication",Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Independence, Trust and honesty, Emotional support, Shared interests, Mutual respect",Political views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Independence, Shared interests, Mutual respect",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,"Communication, Trust and honesty, Mutual respect, Emotional support, Independence",Smoking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Country,Mutual respect,Smoking
straight_female,straight_male,Something Serious,Extrovert,Morning Person,Rock,"Communication, Mutual respect, Emotional support, Trust and honesty, Shared interests, Independence",Smoking
straight_male,straight_female,Something Serious,Introvert,Night Owl,Country,"Emotional support, Trust and honesty, Shared interests, Communication, Independence",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Communication, Independence, Emotional support, Trust and honesty, Shared interests, Mutual respect",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Independence, Mutual respect, Communication, Trust and honesty",Political views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Communication, Shared interests, Independence, Trust and honesty, Mutual respect, Emotional support",Religious views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Communication, Trust and honesty, Mutual respect, Emotional support, Independence, Shared interests",Drinking
straight_female,straight_female,Something Serious,Introvert,Night Owl,Pop,Trust and honesty,Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,"Mutual respect, Trust and honesty, Independence, Emotional support, Shared interests",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,"Mutual respect, Communication, Trust and honesty, Emotional support, Shared interests, Independence",Political views
straight_male,straight_male,Something Casual,Introvert,Morning Person,Pop,"Trust and honesty, Independence, Mutual respect",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Trust and honesty, Communication, Emotional support, Independence",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,Communication,Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Mutual respect, Independence, Shared interests, Trust and honesty",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Trust and honesty, Communication, Shared interests, Emotional support, Independence, Mutual respect",Drinking
straight_female,lesbian,Something Serious,Somewhere in Between,Morning Person,Pop,"Shared interests, Emotional support, Trust and honesty, Mutual respect, Communication",Political views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Classical,Emotional support,Drinking
straight_male,straight_female,Something Casual,Extrovert,Night Owl,Rock,"Communication, Trust and honesty, Shared interests, Independence",Political views
straight_female,straight_male,Something Serious,Introvert,Morning Person,Pop,Independence,Smoking
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Country,"Emotional support, Communication",Political views
straight_female,straight_male,Something Casual,Introvert,Night Owl,Hollywood Rizz Songs,"Trust and honesty, Shared interests, Independence, Communication",Smoking
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Romantic Bollywood,"Trust and honesty, Independence, Mutual respect",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,Shared interests,Religious views
straight_male,straight_male,Something Serious,Introvert,Morning Person,Romantic Bollywood,"Communication, Mutual respect, Independence",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Romantic Bollywood,Emotional support,Drinking
straight_male,straight_female,Something Serious,Introvert,Night Owl,Classical,"Emotional support, Trust and honesty",Political views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Rock,"Mutual respect, Communication, Shared interests",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Country,Mutual respect,Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Rock,"Mutual respect, Independence, Communication, Emotional support, Trust and honesty, Shared interests",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Mutual respect, Communication, Shared interests, Emotional support, Trust and honesty, Independence",Religious views
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Rock,"Emotional support, Trust and honesty, Mutual respect, Communication, Shared interests, Independence",Religious views
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Country,"Mutual respect, Shared interests, Emotional support",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Communication, Independence, Mutual respect, Trust and honesty, Shared interests",Drinking
straight_male,straight_female,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Independence, Shared interests, Trust and honesty",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,Trust and honesty,Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Communication, Emotional support, Shared interests, Independence",Political views
straight_male,straight_male,Something Serious,Introvert,Morning Person,Hollywood Rizz Songs,"Trust and honesty, Independence, Mutual respect, Communication",Religious views
straight_female,straight_female,Something Casual,Extrovert,Morning Person,Classical,"Emotional support, Communication",Smoking
straight_male,bisexual,Something Serious,Somewhere in Between,Morning Person,Rock,"Communication, Independence, Shared interests, Emotional support, Trust and honesty, Mutual respect",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,Mutual respect,Drinking
straight_male,lesbian,Something Serious,Extrovert,Night Owl,Classical,"Shared interests, Emotional support, Mutual respect, Communication, Trust and honesty, Independence",Drinking
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Pop,"Communication, Mutual respect, Emotional support, Trust and honesty, Shared interests, Independence",Smoking
straight_male,straight_male,Something Casual,Introvert,Night Owl,Rock,"Emotional support, Shared interests",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Independence, Communication",Smoking
straight_male,straight_female,Something Serious,Extrovert,Morning Person,Rock,"Communication, Trust and honesty, Mutual respect, Emotional support, Independence, Shared interests",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,Independence,Religious views
straight_male,lesbian,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Trust and honesty, Communication, Independence, Emotional support, Shared interests, Mutual respect",Political views
straight_male,lesbian,Something Casual,Somewhere in Between,Morning Person,Romantic Bollywood,"Shared interests, Communication",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Rock,"Trust and honesty, Emotional support",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Emotional support, Independence, Shared interests, Trust and honesty",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Trust and honesty, Communication, Shared interests, Emotional support, Independence",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Independence, Trust and honesty",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Rock,"Independence, Emotional support",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Emotional support, Communication, Mutual respect, Independence, Trust and honesty",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Shared interests, Communication, Trust and honesty",Drinking
straight_female,straight_female,Something Casual,Introvert,Morning Person,Pop,"Independence, Emotional support",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,Communication,Political views
straight_male,straight_male,Something Serious,Introvert,Morning Person,Pop,"Shared interests, Trust and honesty, Communication, Independence, Mutual respect",Drinking
straight_male,straight_female,Something Casual,Somewhere in Between,Morning Person,Classical,"Emotional support, Mutual respect, Independence",Drinking
queer,straight_female,Something Casual,Extrovert,Night Owl,Pop,"Trust and honesty, Mutual respect, Emotional support, Communication, Shared interests",Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Pop,"Trust and honesty, Mutual respect, Emotional support, Shared interests, Independence",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Emotional support, Communication",Political views
straight_male,straight_male,Something Serious,Extrovert,Morning Person,Romantic Bollywood,"Mutual respect, Shared interests, Trust and honesty, Communication, Emotional support, Independence",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Independence, Trust and honesty, Emotional support, Communication, Shared interests",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Communication, Independence, Shared interests, Mutual respect, Emotional support, Trust and honesty",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Rock,"Mutual respect, Emotional support",Political views
straight_female,straight_male,Something Casual,Extrovert,Night Owl,Classical,"Independence, Communication, Emotional support, Shared interests, Mutual respect, Trust and honesty",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Romantic Bollywood,"Emotional support, Shared interests",Political views
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Communication, Trust and honesty",Smoking
bisexual,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Shared interests, Independence, Communication, Mutual respect",Political views
straight_male,gay,Something Serious,Somewhere in Between,Morning Person,Classical,"Shared interests, Trust and honesty, Independence",Smoking
straight_male,straight_male,Something Casual,Introvert,Night Owl,Romantic Bollywood,"Emotional support, Independence, Shared interests, Communication, Mutual respect, Trust and honesty",Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Independence",Political views
straight_male,straight_male,Something Casual,Introvert,Night Owl,Pop,"Mutual respect, Communication, Emotional support, Independence",Smoking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Independence, Mutual respect, Emotional support",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Communication, Shared interests, Emotional support, Independence, Trust and honesty",Drinking
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Emotional support, Mutual respect, Independence",Drinking
transgender,straight_male,Something Casual,Introvert,Night Owl,Country,"Mutual respect, Shared interests, Trust and honesty",Religious views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Pop,"Shared interests, Independence, Emotional support, Communication, Mutual respect",Religious views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Rock,"Trust and honesty, Mutual respect, Shared interests",Religious views
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Pop,"Independence, Communication, Shared interests",Smoking
straight_male,straight_male,Something Serious,Introvert,Night Owl,Pop,"Mutual respect, Independence, Communication, Trust and honesty, Shared interests, Emotional support",Smoking
straight_female,straight_male,Something Serious,Introvert,Night Owl,Hollywood Rizz Songs,"Emotional support, Mutual respect, Independence, Communication, Trust and honesty",Drinking
